42716,Buffalo,Kentucky,KY,Larue,37.4786,-85.6434
42741,Glens Fork,Kentucky,KY,Adair,37.007,-85.2487
43001,Alexandria,Ohio,OH,Licking,40.106,-82.6077
43002,Amlin,Ohio,OH,Franklin,40.072,-83.1792
43003,Ashley,Ohio,OH,Delaware,40.4163,-82.9542
43005,Bladensburg,Ohio,OH,Knox,40.2962,-82.2736
43007,Broadway,Ohio,OH,Union,40.3406,-83.4163
43010,Catawba,Ohio,OH,Clark,39.9991,-83.6222
43019,Fredericktown,Ohio,OH,Knox,40.4976,-82.5857
43070,Rosewood,Ohio,OH,Champaign,40.2158,-83.9579
43101,Adelphi,Ohio,OH,Ross,39.4667,-82.7471
43103,Ashville,Ohio,OH,Pickaway,39.7316,-82.9446
43106,Bloomingburg,Ohio,OH,Fayette,39.6286,-83.4095
43107,Bremen,Ohio,OH,Fairfield,39.6909,-82.4096
43310,Belle Center,Ohio,OH,Logan,40.5024,-83.7688
43316,Carey,Ohio,OH,Wyandot,40.9486,-83.3836
43337,Morral,Ohio,OH,Marion,40.6954,-83.2046
43402,Bowling Green,Ohio,OH,Wood,41.3815,-83.6507
43407,Burgoon,Ohio,OH,Sandusky,41.268,-83.2475
43408,Clay Center,Ohio,OH,Ottawa,41.5686,-83.3632
43433,Gypsum,Ohio,OH,Ottawa,41.5038,-82.8708
43501,Alvordton,Ohio,OH,Williams,41.6625,-84.4355
43504,Berkey,Ohio,OH,Lucas,41.6989,-83.831
43510,Colton,Ohio,OH,Henry,41.4199,-84.0137
43512,Defiance,Ohio,OH,Defiance,41.2799,-84.3626
43517,Edgerton,Ohio,OH,Williams,41.4425,-84.7349
43701,Zanesville,Ohio,OH,Muskingum,39.9274,-82.0041
43711,Ava,Ohio,OH,Noble,39.8276,-81.5549
43713,Barnesville,Ohio,OH,Belmont,39.9853,-81.1375
43728,Chesterhill,Ohio,OH,Morgan,39.4953,-81.8773
43749,Kimbolton,Ohio,OH,Guernsey,40.1589,-81.549
43804,Baltic,Ohio,OH,Tuscarawas,40.4476,-81.6792
43903,Amsterdam,Ohio,OH,Jefferson,40.4731,-80.9596
44001,Amherst,Ohio,OH,Lorain,41.3617,-82.2538
44004,Ashtabula,Ohio,OH,Ashtabula,41.8679,-80.7947
44017,Berea,Ohio,OH,Cuyahoga,41.3676,-81.8618
44021,Burton,Ohio,OH,Geauga,41.4527,-81.1526
44045,Grand River,Ohio,OH,Lake,41.7427,-81.2821
44056,Macedonia,Ohio,OH,Summit,41.3222,-81.4996
44181,Cleveland,Ohio,OH,Cuyahoga,41.6857,-81.6728
44201,Atwater,Ohio,OH,Portage,41.0335,-81.1985
44203,Barberton,Ohio,OH,Summit,41.0197,-81.6212
44214,Burbank,Ohio,OH,Wayne,40.9637,-81.9958
44410,Cortland,Ohio,OH,Trumbull,41.3251,-80.7327
44423,Hanoverton,Ohio,OH,Columbiana,40.7731,-80.9144
44611,Big Prairie,Ohio,OH,Holmes,40.6188,-82.072
44613,Brewster,Ohio,OH,Stark,40.7142,-81.5957
44621,Dennison,Ohio,OH,Tuscarawas,40.4089,-81.3203
44807,Attica,Ohio,OH,Seneca,41.0773,-82.9032
44827,Crestline,Ohio,OH,Crawford,40.7927,-82.7367
44837,Greenwich,Ohio,OH,Huron,41.0407,-82.5133
44846,Milan,Ohio,OH,Erie,41.3111,-82.6126
45003,College Corner,Ohio,OH,Butler,39.5755,-84.805
45005,Franklin,Ohio,OH,Warren,39.5357,-84.303
45014,Fairfield,Ohio,OH,Butler,39.3266,-84.5479
45105,Bentonville,Ohio,OH,Adams,38.7498,-83.6126
45107,Blanchester,Ohio,OH,Clinton,39.3034,-83.974
45123,Greenfield,Ohio,OH,Highland,39.3478,-83.3898
45155,Mowrystown,Ohio,OH,Highland,39.0388,-83.7505
45164,Port William,Ohio,OH,Clinton,39.5514,-83.7881
45172,Sinking Spring,Ohio,OH,Highland,39.0738,-83.3853
45302,Anna,Ohio,OH,Shelby,40.4051,-84.2103
45303,Ansonia,Ohio,OH,Darke,40.2151,-84.6406
45309,Brookville,Ohio,OH,Montgomery,39.8414,-84.4165
45323,Enon,Ohio,OH,Clark,39.8663,-83.9385
45347,New Paris,Ohio,OH,Preble,39.8617,-84.7793
45613,Beaver,Ohio,OH,Pike,39.0332,-82.8514
45614,Bidwell,Ohio,OH,Gallia,38.9276,-82.2701
45634,Hamden,Ohio,OH,Vinton,39.1685,-82.51
45717,Carbondale,Ohio,OH,Athens,39.3778,-82.271
45744,Lowell,Ohio,OH,Washington,39.5385,-81.5197
45801,Lima,Ohio,OH,Allen,40.7641,-84.0973
45815,Belmore,Ohio,OH,Putnam,41.1539,-83.9413
45822,Celina,Ohio,OH,Mercer,40.5566,-84.6287
45832,Convoy,Ohio,OH,Van Wert,40.927,-84.7238
46001,Alexandria,Indiana,IN,Madison,40.2561,-85.6681
46030,Arcadia,Indiana,IN,Hamilton,40.1776,-86.0409
46035,Colfax,Indiana,IN,Clinton,40.1956,-86.6593
46039,Forest,Indiana,IN,Clinton,40.3757,-86.3201
46040,Fortville,Indiana,IN,Hancock,39.9323,-85.848
46075,Whitestown,Indiana,IN,Boone,40,-86.3507
46103,Amo,Indiana,IN,Hendricks,39.6886,-86.6136
46104,Arlington,Indiana,IN,Rush,39.6488,-85.5828
46106,Bargersville,Indiana,IN,Johnson,39.5,-86.1797
46166,Paragon,Indiana,IN,Morgan,39.4042,-86.5779
46171,Reelsville,Indiana,IN,Putnam,39.5464,-86.95
46175,Russellville,Indiana,IN,Putnam,39.8366,-86.967
46204,Indianapolis,Indiana,IN,Marion,39.772,-86.1535
46301,Beverly Shores,Indiana,IN,Porter,41.6925,-86.9775
46302,Boone Grove,Indiana,IN,Porter,41.3542,-87.1304
46311,Dyer,Indiana,IN,Lake,41.492,-87.5108
46340,Hanna,Indiana,IN,LaPorte,41.4088,-86.7759
46349,Lake Village,Indiana,IN,Newton,41.1387,-87.4454
46371,Rolling Prairie,Indiana,IN,LaPorte,41.7229,-86.5841
46501,Argos,Indiana,IN,Marshall,41.2308,-86.2506
46507,Bristol,Indiana,IN,Elkhart,41.7169,-85.8262
46510,Claypool,Indiana,IN,Kosciusko,41.1165,-85.8686
46536,Lakeville,Indiana,IN,St. Joseph,41.5253,-86.2714
46542,Milford,Indiana,IN,Kosciusko,41.4011,-85.8554
46701,Albion,Indiana,IN,Noble,41.3482,-85.4142
46702,Andrews,Indiana,IN,Huntington,40.8618,-85.6067
46703,Angola,Indiana,IN,Steuben,41.6563,-85.0198
46714,Bluffton,Indiana,IN,Wells,40.7368,-85.1622
46741,Grabill,Indiana,IN,Allen,41.2108,-84.9406
46761,Lagrange,Indiana,IN,LaGrange,41.652,-85.404
46804,Fort Wayne,Indiana,IN,Allen,41.0508,-85.256
46911,Amboy,Indiana,IN,Miami,40.6105,-85.9497
46916,Burrows,Indiana,IN,Carroll,40.6767,-86.5075
46921,Deedsville,Indiana,IN,Miami,40.9103,-86.1011
46985,Star City,Indiana,IN,Pulaski,40.9602,-86.5404
47006,Batesville,Indiana,IN,Ripley,39.3001,-85.2221
47011,Bennington,Indiana,IN,Switzerland,38.876,-85.0719
47023,Holton,Indiana,IN,Ripley,39.0498,-85.3739
47102,Austin,Indiana,IN,Scott,38.7478,-85.7962
47106,Borden,Indiana,IN,Clark,38.4362,-85.9215
47108,Campbellsburg,Indiana,IN,Washington,38.669,-86.2358
47116,Eckerty,Indiana,IN,Crawford,38.3185,-86.6059
47201,Columbus,Indiana,IN,Bartholomew,39.2055,-85.9317
47249,Kurtz,Indiana,IN,Jackson,38.9606,-86.2033
47320,Albany,Indiana,IN,Delaware,40.292,-85.258
47322,Bentonville,Indiana,IN,Fayette,39.657,-85.168
47360,Mooreland,Indiana,IN,Henry,39.9941,-85.2581
47403,Bloomington,Indiana,IN,Monroe,39.1263,-86.5769
47427,Coal City,Indiana,IN,Owen,39.2303,-87.0458
47437,Huron,Indiana,IN,Lawrence,38.7222,-86.671
47449,Newberry,Indiana,IN,Greene,38.9229,-87.0081
47501,Washington,Indiana,IN,Daviess,38.6536,-87.1707
47523,Dale,Indiana,IN,Spencer,38.1706,-87.007
47524,Decker,Indiana,IN,Knox,38.5076,-87.5537
47612,Cynthiana,Indiana,IN,Posey,38.193,-87.6992
47801,Terre Haute,Indiana,IN,Vigo,39.4667,-87.4139
47838,Carlisle,Indiana,IN,Sullivan,38.9763,-87.3667
47847,Dana,Indiana,IN,Vermillion,39.839,-87.4712
47901,Lafayette,Indiana,IN,Tippecanoe,40.4177,-86.8884
47917,Ambia,Indiana,IN,Benton,40.4793,-87.4796
47918,Attica,Indiana,IN,Fountain,40.2811,-87.2241
47922,Brook,Indiana,IN,Newton,40.8655,-87.3527
47957,Medaryville,Indiana,IN,Pulaski,41.0897,-86.8808
47980,Reynolds,Indiana,IN,White,40.7606,-86.8691
48001,Algonac,Michigan,MI,St. Clair,42.6367,-82.5866
48002,Allenton,Michigan,MI,St. Clair,42.9388,-82.9198
48007,Troy,Michigan,MI,Oakland,42.6061,-83.2976
48021,Eastpointe,Michigan,MI,Macomb,42.4658,-82.9459
48032,Jeddo,Michigan,MI,St. Clair,43.1223,-82.5998
48101,Allen Park,Michigan,MI,Wayne,42.2522,-83.212
48103,Ann Arbor,Michigan,MI,Washtenaw,42.2794,-83.784
48110,Azalia,Michigan,MI,Monroe,42.0082,-83.6643
48114,Brighton,Michigan,MI,Livingston,42.57,-83.7484
48166,Newport,Michigan,MI,Monroe,41.9766,-83.2804
48410,Argyle,Michigan,MI,Sanilac,43.5589,-82.9455
48411,Atlas,Michigan,MI,Genesee,42.94,-83.5369
48414,Bancroft,Michigan,MI,Shiawassee,42.882,-84.1207
48415,Birch Run,Michigan,MI,Saginaw,43.2649,-83.7903
48416,Brown City,Michigan,MI,Sanilac,43.2171,-82.9978
48419,Carsonville,Michigan,MI,Sanilac,43.4258,-82.6022
48432,Filion,Michigan,MI,Huron,43.9014,-82.9825
48435,Fostoria,Michigan,MI,Tuscola,43.2645,-83.3796
48605,Saginaw,Michigan,MI,Saginaw,43.4588,-84.0518
48610,Alger,Michigan,MI,Ogemaw,44.1395,-84.1872
48612,Beaverton,Michigan,MI,Gladwin,43.8866,-84.4241
48614,Brant,Michigan,MI,Saginaw,43.2548,-84.2978
48619,Comins,Michigan,MI,Oscoda,44.8264,-84.0261
48622,Farwell,Michigan,MI,Clare,43.8342,-84.8754
48627,Higgins Lake,Michigan,MI,Roscommon,44.3871,-84.7013
48634,Linwood,Michigan,MI,Bay,43.7714,-84.0513
48635,Lupton,Michigan,MI,Ogemaw,44.3976,-83.9905
48636,Luzerne,Michigan,MI,Oscoda,44.6001,-84.2931
48701,Akron,Michigan,MI,Tuscola,43.5844,-83.5393
48703,Au Gres,Michigan,MI,Arenac,44.0338,-83.702
48705,Barton City,Michigan,MI,Alcona,44.702,-83.5994
48720,Bay Port,Michigan,MI,Huron,43.8377,-83.3525
48730,East Tawas,Michigan,MI,Iosco,44.3008,-83.4776
48801,Alma,Michigan,MI,Gratiot,43.3809,-84.6635
48805,Okemos,Michigan,MI,Ingham,42.5992,-84.372
48809,Belding,Michigan,MI,Ionia,43.0885,-85.2313
48813,Charlotte,Michigan,MI,Eaton,42.5702,-84.8352
48820,Dewitt,Michigan,MI,Clinton,42.8428,-84.5797
48845,Hubbardston,Michigan,MI,Ionia,43.0923,-84.8422
48849,Lake Odessa,Michigan,MI,Ionia,42.7863,-85.1357
48850,Lakeview,Michigan,MI,Montcalm,43.4269,-85.2924
49001,Kalamazoo,Michigan,MI,Kalamazoo,42.2736,-85.5457
49010,Allegan,Michigan,MI,Allegan,42.5256,-85.8661
49011,Athens,Michigan,MI,Calhoun,42.103,-85.2317
49013,Bangor,Michigan,MI,Van Buren,42.3312,-86.1311
49022,Benton Harbor,Michigan,MI,Berrien,42.1086,-86.4234
49050,Dowling,Michigan,MI,Barry,42.5015,-85.2495
49067,Marcellus,Michigan,MI,Cass,42.0275,-85.7988
49082,Quincy,Michigan,MI,Branch,41.9442,-84.8839
49120,Niles,Michigan,MI,Berrien,41.8202,-86.2368
49201,Jackson,Michigan,MI,Jackson,42.2545,-84.3875
49224,Albion,Michigan,MI,Calhoun,42.2581,-84.7561
49253,Manitou Beach,Michigan,MI,Lenawee,41.9671,-84.2767
49303,Bailey,Michigan,MI,Muskegon,43.2768,-85.8313
49304,Baldwin,Michigan,MI,Lake,43.8894,-85.8819
49307,Big Rapids,Michigan,MI,Mecosta,43.6897,-85.4797
49315,Byron Center,Michigan,MI,Kent,42.8016,-85.7136
49406,Douglas,Michigan,MI,Allegan,42.6369,-86.2022
49409,Ferrysburg,Michigan,MI,Ottawa,43.0809,-86.2154
49410,Fountain,Michigan,MI,Mason,44.0363,-86.2169
49420,Hart,Michigan,MI,Oceana,43.7068,-86.3142
49425,Holton,Michigan,MI,Muskegon,43.4415,-86.1509
49601,Cadillac,Michigan,MI,Wexford,44.2504,-85.43
49610,Acme,Michigan,MI,Grand Traverse,44.7894,-85.4884
49611,Alba,Michigan,MI,Antrim,44.9737,-84.9745
49613,Arcadia,Michigan,MI,Manistee,44.5232,-86.2061
49619,Brethren,Michigan,MI,Manistee,44.2966,-85.9964
49620,Buckley,Michigan,MI,Wexford,44.5199,-85.6935
49627,Eastport,Michigan,MI,Antrim,45.1072,-85.3501
49630,Empire,Michigan,MI,Leelanau,44.8144,-85.9999
49633,Fife Lake,Michigan,MI,Grand Traverse,44.5721,-85.2531
49665,Marion,Michigan,MI,Osceola,44.0463,-85.155
49701,Mackinaw City,Michigan,MI,Cheboygan,45.7777,-84.7298
49705,Afton,Michigan,MI,Cheboygan,45.3637,-84.4695
49707,Alpena,Michigan,MI,Alpena,45.079,-83.4602
49710,Barbeau,Michigan,MI,Chippewa,46.2848,-84.2173
49711,Bay Shore,Michigan,MI,Charlevoix,45.3583,-85.0973
49715,Brimley,Michigan,MI,Chippewa,46.3891,-84.6981
49719,Cedarville,Michigan,MI,Mackinac,46.0024,-84.3488
49725,De Tour Village,Michigan,MI,Chippewa,45.9939,-83.9396
49738,Grayling,Michigan,MI,Crawford,44.671,-84.6913
49743,Hawks,Michigan,MI,Presque Isle,45.2975,-83.8542
49748,Hulbert,Michigan,MI,Chippewa,46.3908,-85.1764
49751,Johannesburg,Michigan,MI,Otsego,45.0152,-84.3857
49760,Moran,Michigan,MI,Mackinac,46.0441,-85.0078
49762,Naubinway,Michigan,MI,Mackinac,46.126,-85.4462
49782,Beaver Island,Michigan,MI,Charlevoix,45.6684,-85.5473
49801,Iron Mountain,Michigan,MI,Dickinson,45.8219,-88.0683
49805,Allouez,Michigan,MI,Keweenaw,47.2879,-88.4129
49806,Au Train,Michigan,MI,Alger,46.4446,-86.9115
49807,Bark River,Michigan,MI,Delta,45.6956,-87.2073
49808,Big Bay,Michigan,MI,Marquette,46.8158,-87.7285
49814,Champion,Michigan,MI,Marquette,46.4685,-87.8306
49815,Channing,Michigan,MI,Dickinson,46.1546,-88.0772
49817,Cooks,Michigan,MI,Schoolcraft,45.8997,-86.5307
49819,Arnold,Michigan,MI,Marquette,46.0508,-87.4921
49821,Daggett,Michigan,MI,Menominee,45.4887,-87.6079
49836,Germfask,Michigan,MI,Schoolcraft,46.2363,-85.9159
49839,Grand Marais,Michigan,MI,Alger,46.6529,-85.9836
49841,Gwinn,Michigan,MI,Marquette,46.3311,-87.4397
49858,Menominee,Michigan,MI,Menominee,45.1343,-87.6215
49872,Perkins,Michigan,MI,Delta,45.9925,-87.0792
49884,Shingleton,Michigan,MI,Alger,46.3512,-86.4823
49903,Amasa,Michigan,MI,Iron,46.2321,-88.4508
49908,Baraga,Michigan,MI,Baraga,46.8048,-88.5758
49910,Bergland,Michigan,MI,Ontonagon,46.5881,-89.5973
49911,Bessemer,Michigan,MI,Gogebic,46.4802,-90.0515
49912,Bruce Crossing,Michigan,MI,Ontonagon,46.528,-89.168
49918,Copper Harbor,Michigan,MI,Keweenaw,47.4688,-87.8884
49953,Ontonagon,Michigan,MI,Ontonagon,46.8275,-89.3485
49961,Sidnaw,Michigan,MI,Houghton,46.5047,-88.7085
49962,Skanee,Michigan,MI,Baraga,46.8747,-88.1732
49963,South Range,Michigan,MI,Houghton,47.0719,-88.652
49969,Watersmeet,Michigan,MI,Gogebic,46.2542,-89.2108
50001,Ackworth,Iowa,IA,Warren,41.3737,-93.3767
50002,Adair,Iowa,IA,Adair,41.5137,-94.6444
50003,Adel,Iowa,IA,Dallas,41.6221,-94.038
50005,Albion,Iowa,IA,Marshall,42.1143,-92.9882
50006,Alden,Iowa,IA,Hardin,42.5179,-93.3841
50007,Alleman,Iowa,IA,Polk,41.8159,-93.6063
50008,Allerton,Iowa,IA,Wayne,40.7023,-93.3724
50022,Atlantic,Iowa,IA,Cass,41.4003,-95.0101
50025,Audubon,Iowa,IA,Audubon,41.73,-94.9164
50026,Bagley,Iowa,IA,Guthrie,41.8341,-94.4415
50027,Barnes City,Iowa,IA,Mahaska,41.4883,-92.4703
50028,Baxter,Iowa,IA,Jasper,41.8204,-93.1583
50031,Beaver,Iowa,IA,Boone,42.0387,-94.1436
50033,Bevington,Iowa,IA,Madison,41.363,-93.7928
50044,Bussey,Iowa,IA,Marion,41.2094,-92.8963
50049,Chariton,Iowa,IA,Lucas,41.0226,-93.3042
50050,Churdan,Iowa,IA,Greene,42.1614,-94.4933
50065,Davis City,Iowa,IA,Decatur,40.6346,-93.8105
50074,Ellston,Iowa,IA,Ringgold,40.8505,-94.0841
50102,Garden City,Iowa,IA,Hardin,42.2455,-93.3955
50112,Grinnell,Iowa,IA,Poweshiek,41.7421,-92.7344
50132,Kamrar,Iowa,IA,Hamilton,42.3945,-93.7279
50149,Lorimor,Iowa,IA,Union,41.1233,-94.0639
50401,Mason City,Iowa,IA,Cerro Gordo,43.1499,-93.1954
50420,Alexander,Iowa,IA,Franklin,42.8114,-93.445
50423,Britt,Iowa,IA,Hancock,43.1006,-93.7752
50424,Buffalo Center,Iowa,IA,Winnebago,43.3732,-93.9376
50426,Carpenter,Iowa,IA,Mitchell,43.415,-93.0149
50435,Floyd,Iowa,IA,Floyd,43.143,-92.724
50446,Joice,Iowa,IA,Worth,43.3761,-93.4454
50455,Mc Intire,Iowa,IA,Mitchell,43.45,-92.6048
50501,Fort Dodge,Iowa,IA,Webster,42.5088,-94.1807
50510,Albert City,Iowa,IA,Buena Vista,42.7784,-94.9824
50511,Algona,Iowa,IA,Kossuth,43.066,-94.2306
50514,Armstrong,Iowa,IA,Emmet,43.4024,-94.4853
50515,Ayrshire,Iowa,IA,Palo Alto,43.037,-94.8478
50520,Bradgate,Iowa,IA,Humboldt,42.7794,-94.4002
50535,Early,Iowa,IA,Sac,42.4483,-95.1726
50542,Goldfield,Iowa,IA,Wright,42.7581,-93.9194
50551,Jolley,Iowa,IA,Calhoun,42.4871,-94.757
50602,Allison,Iowa,IA,Butler,42.7615,-92.783
50606,Arlington,Iowa,IA,Fayette,42.7338,-91.6668
50612,Buckingham,Iowa,IA,Tama,42.2552,-92.4098
50613,Cedar Falls,Iowa,IA,Black Hawk,42.5241,-92.4497
50629,Fairbank,Iowa,IA,Buchanan,42.6162,-92.0326
50630,Fredericksburg,Iowa,IA,Chickasaw,42.9593,-92.1983
50638,Grundy Center,Iowa,IA,Grundy,42.3672,-92.7773
50833,Bedford,Iowa,IA,Taylor,40.6683,-94.7324
50839,Carbon,Iowa,IA,Adams,41.0487,-94.8231
50842,Cromwell,Iowa,IA,Union,41.0398,-94.4616
50860,Redding,Iowa,IA,Ringgold,40.6053,-94.3595
51001,Akron,Iowa,IA,Plymouth,42.8354,-96.5225
51003,Alton,Iowa,IA,Sioux,42.9782,-96.0173
51004,Anthon,Iowa,IA,Woodbury,42.387,-95.8948
51005,Aurelia,Iowa,IA,Cherokee,42.6912,-95.4381
51010,Castana,Iowa,IA,Monona,42.0744,-95.9086
51024,Hinton,Iowa,IA,Plymouth,42.604,-96.305
51052,Salix,Iowa,IA,Woodbury,42.3306,-96.2879
51058,Sutherland,Iowa,IA,O'Brien,42.9826,-95.4807
51230,Alvord,Iowa,IA,Lyon,43.3201,-96.291
51232,Ashton,Iowa,IA,Osceola,43.3053,-95.7655
51331,Arnolds Park,Iowa,IA,Dickinson,43.3637,-95.1282
51401,Carroll,Iowa,IA,Carroll,42.072,-94.8667
51441,Deloit,Iowa,IA,Crawford,42.1238,-95.3045
51501,Council Bluffs,Iowa,IA,Pottawattamie,41.2324,-95.8751
51525,Carson,Iowa,IA,Pottawattamie,41.2367,-95.4181
51527,Defiance,Iowa,IA,Shelby,41.8053,-95.3537
51545,Little Sioux,Iowa,IA,Harrison,41.8083,-96.0314
51563,Persia,Iowa,IA,Harrison,41.5647,-95.5658
51566,Red Oak,Iowa,IA,Montgomery,41.0079,-95.2269
51601,Shenandoah,Iowa,IA,Page,40.7581,-95.3648
51648,Percival,Iowa,IA,Fremont,40.7401,-95.8093
52001,Dubuque,Iowa,IA,Dubuque,42.515,-90.6819
52030,Andrew,Iowa,IA,Jackson,42.1536,-90.5924
52033,Cascade,Iowa,IA,Dubuque,42.287,-91.0144
52035,Colesburg,Iowa,IA,Delaware,42.6383,-91.1963
52047,Farmersburg,Iowa,IA,Clayton,42.9522,-91.339
52070,Sabula,Iowa,IA,Jackson,42.0737,-90.1955
52101,Decorah,Iowa,IA,Winneshiek,43.3227,-91.7939
52151,Lansing,Iowa,IA,Allamakee,43.3661,-91.266
52201,Ainsworth,Iowa,IA,Washington,41.3202,-91.5472
52202,Alburnett,Iowa,IA,Linn,42.1583,-91.6392
52203,Amana,Iowa,IA,Iowa,41.8313,-91.8855
52208,Belle Plaine,Iowa,IA,Benton,41.8992,-92.2574
52210,Brandon,Iowa,IA,Buchanan,42.3309,-92.0059
52216,Clarence,Iowa,IA,Cedar,41.8896,-91.0605
52231,Harper,Iowa,IA,Keokuk,41.3728,-92.0388
52240,Iowa City,Iowa,IA,Johnson,41.6355,-91.5016
52314,Mount Vernon,Iowa,IA,Linn,41.9287,-91.4274
52501,Ottumwa,Iowa,IA,Wapello,41.0309,-92.4098
52535,Birmingham,Iowa,IA,Van Buren,40.8626,-91.9534
52537,Bloomfield,Iowa,IA,Davis,40.7324,-92.3987
52544,Centerville,Iowa,IA,Appanoose,40.7326,-92.8728
52601,Burlington,Iowa,IA,Des Moines,40.8087,-91.117
52619,Argyle,Iowa,IA,Lee,40.5317,-91.5663
52640,Morning Sun,Iowa,IA,Louisa,41.0984,-91.2581
52722,Bettendorf,Iowa,IA,Scott,41.5509,-90.4942
52730,Camanche,Iowa,IA,Clinton,41.7886,-90.2709
52747,Durant,Iowa,IA,Cedar,41.6145,-90.91
52749,Fruitland,Iowa,IA,Muscatine,41.3486,-91.1237
52751,Grand Mound,Iowa,IA,Clinton,41.8501,-90.6695
53001,Adell,Wisconsin,WI,Sheboygan,43.6151,-88.0254
53002,Allenton,Wisconsin,WI,Washington,43.4681,-88.3539
53003,Ashippun,Wisconsin,WI,Dodge,43.2119,-88.5162
53005,Brookfield,Wisconsin,WI,Waukesha,43.0622,-88.098
53014,Chilton,Wisconsin,WI,Calumet,44.0242,-88.1827
53015,Cleveland,Wisconsin,WI,Manitowoc,43.9217,-87.7673
53024,Grafton,Wisconsin,WI,Ozaukee,43.3231,-87.9521
53101,Bassett,Wisconsin,WI,Kenosha,42.5406,-88.2279
53114,Darien,Wisconsin,WI,Walworth,42.5973,-88.7508
53119,Eagle,Wisconsin,WI,Waukesha,42.8809,-88.4674
53126,Franksville,Wisconsin,WI,Racine,42.7859,-87.9873
53502,Albany,Wisconsin,WI,Green,42.7155,-89.4357
53503,Arena,Wisconsin,WI,Iowa,43.1521,-89.9386
53504,Argyle,Wisconsin,WI,Lafayette,42.6955,-89.8598
53510,Belmont,Wisconsin,WI,Lafayette,42.7308,-90.3359
53518,Blue River,Wisconsin,WI,Grant,43.2366,-90.5873
53523,Cambridge,Wisconsin,WI,Dane,42.9918,-89.0209
53529,Dane,Wisconsin,WI,Dane,43.2424,-89.5117
53802,Beetown,Wisconsin,WI,Grant,42.795,-90.8854
53826,Wauzeka,Wisconsin,WI,Crawford,43.1143,-90.9239
53901,Portage,Wisconsin,WI,Columbia,43.5501,-89.4714
53910,Adams,Wisconsin,WI,Adams,43.8967,-89.8219
53916,Beaver Dam,Wisconsin,WI,Dodge,43.4616,-88.8407
53924,Cazenovia,Wisconsin,WI,Richland,43.4987,-90.2796
53931,Fairwater,Wisconsin,WI,Fond du Lac,43.7475,-88.8665
54001,Amery,Wisconsin,WI,Polk,45.3486,-92.4014
54002,Baldwin,Wisconsin,WI,St. Croix,44.9657,-92.3655
54014,Hager City,Wisconsin,WI,Pierce,44.627,-92.5501
54025,Somerset,Wisconsin,WI,St. Croix,45.1331,-92.6865
54101,Abrams,Wisconsin,WI,Oconto,44.7869,-88.0571
54103,Armstrong Creek,Wisconsin,WI,Forest,45.6726,-88.4908
54104,Athelstane,Wisconsin,WI,Marinette,45.4228,-88.1753
54106,Black Creek,Wisconsin,WI,Outagamie,44.4702,-88.4547
54112,Coleman,Wisconsin,WI,Marinette,45.0722,-88.0587
54126,Greenleaf,Wisconsin,WI,Brown,44.2937,-88.0275
54128,Gresham,Wisconsin,WI,Shawano,44.853,-88.7887
54149,Mountain,Wisconsin,WI,Oconto,45.1991,-88.4583
54201,Algoma,Wisconsin,WI,Kewaunee,44.6101,-87.4578
54202,Baileys Harbor,Wisconsin,WI,Door,45.0565,-87.1676
54228,Mishicot,Wisconsin,WI,Manitowoc,44.2609,-87.6447
54246,Washington Island,Wisconsin,WI,Door,45.3738,-86.8975
54401,Wausau,Wisconsin,WI,Marathon,44.9654,-89.7066
54404,Marshfield,Wisconsin,WI,Wood,44.6689,-90.1718
54405,Abbotsford,Wisconsin,WI,Clark,44.9641,-90.2994
54406,Amherst,Wisconsin,WI,Portage,44.4231,-89.3035
54409,Antigo,Wisconsin,WI,Langlade,45.1314,-89.1419
54413,Babcock,Wisconsin,WI,Wood,44.3031,-90.0986
54427,Eland,Wisconsin,WI,Marathon,44.8309,-89.2461
54428,Elcho,Wisconsin,WI,Langlade,45.4409,-89.1516
54433,Gilman,Wisconsin,WI,Taylor,45.1891,-90.8257
54437,Greenwood,Wisconsin,WI,Clark,44.7404,-90.6229
54442,Irma,Wisconsin,WI,Lincoln,45.3485,-89.6611
54443,Junction City,Wisconsin,WI,Portage,44.5963,-89.7438
54459,Ogema,Wisconsin,WI,Price,45.4392,-90.2565
54501,Rhinelander,Wisconsin,WI,Oneida,45.7045,-89.3866
54512,Boulder Junction,Wisconsin,WI,Vilas,46.1112,-89.6325
54514,Butternut,Wisconsin,WI,Ashland,46.0184,-90.4821
54517,Clam Lake,Wisconsin,WI,Ashland,46.1638,-90.9024
54526,Glen Flora,Wisconsin,WI,Rusk,45.4862,-90.8479
54547,Mercer,Wisconsin,WI,Iron,46.1696,-90.0679
54555,Phillips,Wisconsin,WI,Price,45.6975,-90.4041
54601,La Crosse,Wisconsin,WI,La Crosse,43.7989,-91.2175
54610,Alma,Wisconsin,WI,Buffalo,44.4294,-91.8079
54611,Alma Center,Wisconsin,WI,Jackson,44.4452,-90.9356
54612,Arcadia,Wisconsin,WI,Trempealeau,44.2539,-91.4805
54618,Camp Douglas,Wisconsin,WI,Juneau,43.9885,-90.2393
54619,Cashton,Wisconsin,WI,Monroe,43.7456,-90.7612
54620,Cataract,Wisconsin,WI,Monroe,44.0876,-90.8423
54701,Eau Claire,Wisconsin,WI,Eau Claire,44.784,-91.4877
54722,Augusta,Wisconsin,WI,Eau Claire,44.6947,-91.1232
54724,Bloomer,Wisconsin,WI,Chippewa,45.1025,-91.49
54733,Dallas,Wisconsin,WI,Barron,45.2549,-91.8368
